id,key,value,type 
768969043,source,wind,generator
768969043,power,generator,regular
768969043,source,yahoo_wms,regular
768969044,man_made,tower,regular
768969044,source,yahoo_wms,regular
768969044,type,communication,tower
768969048,output:electricity,1300000,generator
768969048,source,wind,generator
768969048,power,generator,regular
768969048,source,yahoo_wms,regular
768969059,man_made,tower,regular
768969059,source,yahoo_wms,regular
768969059,type,communication,tower
768969060,man_made,tower,regular
768969060,source,yahoo_wms,regular
768969060,type,communication,tower
768969066,output:electricity,1300000,generator
768969066,source,wind,generator
768969066,power,generator,regular
768969066,source,yahoo_wms,regular
768969075,output:electricity,1300000,generator
768969075,source,wind,generator
768969075,power,generator,regular
768969075,source,yahoo_wms,regular
768969084,output:electricity,1300000,generator
768969084,source,wind,generator
768969084,power,generator,regular
768969084,source,yahoo_wms,regular
768969093,output:electricity,1300000,generator
768969093,source,wind,generator
768969093,power,generator,regular
768969093,source,yahoo_wms,regular
768969096,output:electricity,1300000,generator
768969096,source,wind,generator
768969096,power,generator,regular
768969096,source,yahoo_wms,regular
768969101,output:electricity,1300000,generator
768969101,source,wind,generator
768969101,power,generator,regular
768969101,source,yahoo_wms,regular
768969106,output:electricity,1300000,generator
768969106,source,wind,generator
768969106,power,generator,regular
768969106,source,yahoo_wms,regular
768969108,output:electricity,1300000,generator
768969108,source,wind,generator
768969108,power,generator,regular
768969108,source,yahoo_wms,regular
768969109,man_made,tower,regular
768969109,source,yahoo_wms,regular
768969109,type,communication,tower
768969113,output:electricity,1300000,generator
768969113,source,wind,generator
768969113,power,generator,regular
768969113,source,yahoo_wms,regular
768969114,output:electricity,1300000,generator
768969114,source,wind,generator
768969114,power,generator,regular
768969114,source,yahoo_wms,regular
768969116,output:electricity,1300000,generator
768969116,source,wind,generator
768969116,power,generator,regular
768969116,source,yahoo_wms,regular
768969125,output:electricity,1300000,generator
768969125,source,wind,generator
768969125,power,generator,regular
768969125,source,yahoo_wms,regular
768969126,man_made,tower,regular
768969126,source,yahoo_wms,regular
768969126,type,communication,tower
768969130,output:electricity,1300000,generator
768969130,source,wind,generator
768969130,power,generator,regular
768969130,source,yahoo_wms,regular
768969136,output:electricity,1300000,generator
768969136,source,wind,generator
768969136,power,generator,regular
768969136,source,yahoo_wms,regular
768969144,output:electricity,1300000,generator
768969144,source,wind,generator
768969144,power,generator,regular
768969144,source,yahoo_wms,regular
768969150,output:electricity,1300000,generator
768969150,source,wind,generator
768969150,power,generator,regular
768969150,source,yahoo_wms,regular
768969153,output:electricity,1300000,generator
768969153,source,wind,generator
768969153,power,generator,regular
768969153,source,yahoo_wms,regular
768969163,output:electricity,1300000,generator
768969163,source,wind,generator
768969163,power,generator,regular
768969163,source,yahoo_wms,regular
768969173,man_made,tower,regular
768969173,source,yahoo_wms,regular
768969173,type,communication,tower
768969176,output:electricity,1300000,generator
768969176,source,wind,generator
768969176,power,generator,regular
768969176,source,yahoo_wms,regular
768969182,output:electricity,1300000,generator
768969182,source,wind,generator
768969182,power,generator,regular
768969182,source,yahoo_wms,regular
768969191,output:electricity,1300000,generator
768969191,source,wind,generator
768969191,power,generator,regular
768969191,source,yahoo_wms,regular
768969193,output:electricity,1300000,generator
768969193,source,wind,generator
768969193,power,generator,regular
768969193,source,yahoo_wms,regular
768969198,output:electricity,1300000,generator
768969198,source,wind,generator
768969198,power,generator,regular
768969198,source,yahoo_wms,regular
768969199,output:electricity,1300000,generator
768969199,source,wind,generator
768969199,power,generator,regular
768969199,source,yahoo_wms,regular
768969207,highway,turning_circle,regular
768969207,source,yahoo_wms,regular
768969210,output:electricity,1300000,generator
768969210,source,wind,generator
768969210,power,generator,regular
768969210,source,yahoo_wms,regular
768969213,output:electricity,1300000,generator
768969213,source,wind,generator
768969213,power,generator,regular
768969213,source,yahoo_wms,regular
768969217,output:electricity,1300000,generator
768969217,source,wind,generator
768969217,power,generator,regular
768969217,source,yahoo_wms,regular
768969221,man_made,tower,regular
768969221,source,yahoo_wms,regular
768969221,type,communication,tower
768969225,output:electricity,1300000,generator
768969225,source,wind,generator
768969225,power,generator,regular
768969225,source,yahoo_wms,regular
768969228,output:electricity,1300000,generator
768969228,source,wind,generator
768969228,power,generator,regular
768969228,source,yahoo_wms,regular
768969237,man_made,tower,regular
768969237,source,yahoo_wms,regular
768969237,type,communication,tower
768969241,output:electricity,1300000,generator
768969241,source,wind,generator
768969241,power,generator,regular
768969241,source,yahoo_wms,regular
768969243,output:electricity,1300000,generator
768969243,source,wind,generator
768969243,power,generator,regular
768969243,source,yahoo_wms,regular
768969251,output:electricity,1300000,generator
768969251,source,wind,generator
768969251,power,generator,regular
768969251,source,yahoo_wms,regular
768969253,barrier,gate,regular
768969253,source,yahoo_wms,regular
768969254,man_made,tower,regular
768969254,source,yahoo_wms,regular
768969254,type,communication,tower
768969259,output:electricity,1300000,generator
768969259,source,wind,generator
768969259,power,generator,regular
768969259,source,yahoo_wms,regular
772093514,power,tower,regular
772093514,source,bing,regular
775507654,building,apartments,regular
775507654,name,Seasons on 4th Avenue,regular
775914937,housenumber,110,addr
775914937,state,WA,addr
775914937,street,Willamette Avenue ,addr
775914937,brand,Firestone,regular
775914937,wikidata,Q420837,brand
775914937,wikipedia,en:Firestone Tire and Rubber Company,brand
775914937,name,Firestone,regular
775914937,official_name,Firestone Complete Auto Care,regular
775914937,shop,car_repair,regular
826341005,highway,turning_circle,regular
827089107,highway,turning_circle,regular
827134308,highway,traffic_signals,regular
827134308,traffic_signals,signal,regular
827134309,highway,traffic_signals,regular
827134312,highway,traffic_signals,regular
827140758,amenity,Columbia Park East Boat Ramp,regular
827140758,historic,yes,regular
827140758,leisure,slipway,regular
828425057,highway,turning_circle,regular
828425058,highway,traffic_signals,regular
828425058,traffic_signals,signal,regular
828425220,name,7-Eleven,regular
828425220,shop,convenience,regular
836453698,highway,turning_circle,regular
836453860,highway,turning_circle,regular
836453871,highway,turning_circle,regular
836453969,highway,turning_circle,regular
836453993,highway,turning_circle,regular
836454003,highway,turning_circle,regular
836454085,highway,turning_circle,regular
836454094,highway,turning_circle,regular
836454109,highway,turning_circle,regular
836454115,highway,turning_circle,regular
836454119,highway,turning_circle,regular
836454164,highway,turning_circle,regular
839121469,barrier,gate,regular
839617767,highway,turning_circle,regular
839617791,highway,turning_circle,regular
839617827,highway,turning_circle,regular
839617847,highway,turning_circle,regular
839617884,highway,turning_circle,regular
839617889,highway,turning_circle,regular
839617920,highway,turning_circle,regular
839617962,highway,turning_circle,regular
839617970,highway,turning_circle,regular
839617977,highway,turning_circle,regular
839618065,highway,turning_circle,regular
840480413,highway,turning_circle,regular
840821538,highway,turning_circle,regular
840821543,highway,turning_circle,regular
840821728,highway,turning_circle,regular
840821738,highway,turning_circle,regular
840821895,highway,turning_circle,regular
840821918,highway,turning_circle,regular
840821946,highway,turning_circle,regular
844466044,highway,turning_circle,regular
844466045,highway,turning_circle,regular
844466062,highway,turning_circle,regular
844475229,historic,monument,regular
844475229,name,Veteran's Memorial,regular
846531362,railway,level_crossing,regular
847515063,highway,turning_circle,regular
847515065,highway,turning_circle,regular
847516312,highway,traffic_signals,regular
847516312,traffic_signals,signal,regular
848380957,city,Richland,addr
848380957,country,US,addr
848380957,housenumber,2725,addr
848380957,postcode,99352,addr
848380957,street,Queensgate Driveive,addr
848380957,amenity,cafe,regular
848380957,brand,Starbucks,regular
848380957,wikidata,Q37158,brand
848380957,wikipedia,en:Starbucks,brand
848380957,cuisine,coffee_shop,regular
848380957,name,Starbucks,regular
848380957,official_name,Starbucks Coffee,regular
848380957,opening_hours,Mo-Th 03:30-21:00; Fr 03:30-21:30; Sa 05:00-21:30; Su 05:00-21:00,regular
848380957,takeaway,yes,regular
850456206,city,Richland,addr
850456206,country,US,addr
850456206,housenumber,95,addr
850456206,postcode,99352,addr
850456206,street,Lee Boulevard,addr
859050245,highway,turning_circle,regular
866933766,amenity,parking,regular
867383114,highway,turning_circle,regular
867383120,highway,turning_circle,regular
867383129,highway,turning_circle,regular
867383140,highway,turning_circle,regular
867383192,highway,turning_circle,regular
867458703,amenity,parking,regular
867600806,construction,turning_circle,regular
867600806,highway,construction,regular
867600853,highway,turning_circle,regular
869618912,highway,turning_circle,regular
869872748,highway,turning_circle,regular
871148192,highway,turning_circle,regular
876526126,is_in,"Washington,USA",regular
876526126,continent,North America,is_in
876526126,state_code,WA,is_in
876526126,name,Richland,regular
876526126,place,city,regular
876526126,population,54248,regular
876526126,wikidata,Q693638,regular
877650394,railway,level_crossing,regular
878156168,amenity,place_of_worship,regular
878156168,denomination,scientist,regular
878156168,name,"First Church of Christ, Scientist",regular
878156168,religion,christian,regular
878156191,highway,turning_circle,regular
878156226,highway,turning_circle,regular
878156244,highway,turning_circle,regular
878156333,highway,turning_circle,regular
889591693,highway,traffic_signals,regular
889591693,traffic_signals,signal,regular
889591709,highway,turning_circle,regular
889592913,highway,turning_circle,regular
889592921,highway,turning_circle,regular
889592925,highway,turning_circle,regular
889592928,highway,turning_circle,regular
889592930,highway,turning_circle,regular
889592931,highway,turning_circle,regular
889592938,highway,turning_circle,regular
893507093,highway,turning_circle,regular
893507093,source,bing,regular
893507166,highway,turning_circle,regular
893508102,railway,level_crossing,regular
893613302,highway,turning_circle,regular
895063322,highway,turning_circle,regular
895756546,highway,turning_circle,regular
895756585,highway,turning_circle,regular
895800852,highway,traffic_signals,regular
895808634,highway,traffic_signals,regular
901235764,railway,level_crossing,regular
901235838,railway,level_crossing,regular
901259640,highway,turning_circle,regular
901289189,name,Country Mercantile,regular
901289189,shop,supermarket,regular
901443497,railway,level_crossing,regular
903602851,city,Richland,addr
903602851,country,US,addr
903602851,housenumber,703,addr
903602851,postcode,99352,addr
903602851,street,Jadwin Avenue nue,addr
903602852,city,Richland,addr
903602852,country,US,addr
903602852,housenumber,799,addr
903602852,postcode,99352,addr
903602852,street,Jadwin Avenue nue,addr
903602853,city,Richland,addr
903602853,country,US,addr
903602853,housenumber,700,addr
903602853,postcode,99352,addr
903602853,street,Jadwin Avenue nue,addr
903602854,city,Richland,addr
903602854,country,US,addr
903602854,housenumber,798,addr
903602854,postcode,99352,addr
903602854,street,Jadwin Avenue nue,addr
904392785,city,Richland,addr
904392785,country,US,addr
904392785,housenumber,600,addr
904392785,postcode,99352,addr
904392785,street,Jadwin Avenue nue,addr
904392786,city,Richland,addr
904392786,country,US,addr
904392786,housenumber,698,addr
904392786,postcode,99352,addr
904392786,street,Jadwin Avenue nue,addr
904694931,city,Richland,addr
904694931,country,US,addr
904694931,housenumber,1320,addr
904694931,postcode,99352,addr
904694931,street,Lee Boulevard,addr
904694931,leisure,sports_centre,regular
904694931,name,Rollarena Skating Center,regular
904694931,sport,roller_skating,regular
904797412,city,Richland,addr
904797412,country,US,addr
904797412,housenumber,515,addr
904797412,postcode,99354,addr
904797412,street,Williams Boulevard,addr
904797412,amenity,fuel,regular
904797412,brand,Shell,regular
904797412,wikidata,Q154950,brand
904797412,wikipedia,en:Royal Dutch Shell,brand
904797412,name,Shell,regular
904797415,city,Richland,addr
904797415,country,US,addr
904797415,housenumber,515,addr
904797415,postcode,99354,addr
904797415,street,Williams Boulevard,addr
904797415,brand,Jiffy Lube,regular
904797415,wikidata,Q6192247,brand
904797415,wikipedia,en:Jiffy Lube,brand
904797415,name,Jiffy Lube,regular
904797415,shop,car_repair,regular
904870134,railway,level_crossing,regular
906072643,amenity,bank,regular
906072643,brand,Bank of America,regular
906072643,wikidata,Q487907,brand
906072643,wikipedia,en:Bank of America,brand
906072643,name,Bank of America,regular
906078446,highway,turning_circle,regular
906248906,amenity,police,regular
906248906,name,City of Pasco Police,regular
907034983,amenity,cafe,regular
907034983,brand,Starbucks,regular
907034983,wikidata,Q37158,brand
907034983,wikipedia,en:Starbucks,brand
907034983,cuisine,coffee_shop,regular
907034983,name,Starbucks,regular
907034983,official_name,Starbucks Coffee,regular
907034983,takeaway,yes,regular
907124510,railway,level_crossing,regular
907124529,railway,level_crossing,regular
907124583,railway,level_crossing,regular
907764582,highway,stop,regular
907764582,stop,all,regular
907764586,highway,turning_circle,regular
907773865,highway,turning_circle,regular
907773871,highway,turning_circle,regular
907778259,city,Richland,addr
907778259,country,US,addr
907778259,housenumber,2588,addr
907778259,postcode,99352,addr
907778259,state,WA,addr
907778259,street,Queensgate Driveive,addr
907778259,amenity,fast_food,regular
907778259,brand,Subway,regular
907778259,wikidata,Q244457,brand
907778259,wikipedia,en:Subway (restaurant),brand
907778259,cuisine,sandwich,regular
907778259,name,Subway,regular
907778259,opening_hours,"Mo-We 07:00-21:00; Th, Fr 07:00-22:00; Sa 08:00-22:00; Su 09:00-21:00; PH unknown",regular
907778259,takeaway,yes,regular
907778259,telephone,+1-509-628-3129,regular
907784605,name,Hoiday Inn Express,regular
907784605,tourism,hotel,regular
908604953,man_made,water_tower,regular
908604953,operator,City of Pasco,regular
908604967,man_made,water_tower,regular
908604967,operator,City of Pasco,regular
910006728,highway,turning_circle,regular
910006765,highway,turning_circle,regular
910006769,highway,turning_circle,regular
910007102,highway,turning_circle,regular
910007310,highway,turning_circle,regular
910007419,highway,turning_circle,regular
910032603,highway,turning_circle,regular
910032607,highway,turning_circle,regular
911270046,highway,turning_circle,regular
911270065,highway,traffic_signals,regular
911277220,highway,turning_circle,regular
911277234,highway,turning_circle,regular
911277237,highway,turning_circle,regular
911277276,highway,turning_circle,regular
911277516,highway,turning_circle,regular
911281918,highway,turning_circle,regular
911281922,highway,turning_circle,regular
911290495,city,Richland,addr
911290495,country,US,addr
911290495,housenumber,825,addr
911290495,postcode,99352,addr
911290495,street,Jadwin Avenue nue,addr
911290495,name,Federal Building,regular
911290529,city,Richland,addr
911290529,country,US,addr
911290529,housenumber,815,addr
911290529,postcode,99352,addr
911290529,street,Jadwin Avenue nue,addr
911290529,name,US Post Office,regular
911533001,highway,turning_circle,regular
911533012,noexit,yes,regular
911533017,highway,turning_circle,regular
911533193,highway,turning_circle,regular
911533216,highway,turning_circle,regular
911533299,highway,turning_circle,regular
911545704,highway,stop,regular
911545704,stop,all,regular
911545710,highway,stop,regular
911545710,stop,all,regular
911545720,highway,turning_circle,regular
911545720,source,Bing,regular
911585442,highway,turning_circle,regular
911588192,highway,turning_circle,regular
914994154,city,Richland,addr
914994154,country,US,addr
914994154,housenumber,0000,addr
914994154,postcode,99354,addr
914994154,street,Lindberg Loop,addr
914994157,city,Richland,addr
914994157,country,US,addr
914994157,housenumber,0000,addr
914994157,postcode,99354,addr
914994157,street,Serivce Road,addr
914994159,city,Richland,addr
914994159,country,US,addr
914994159,housenumber,0000,addr
914994159,postcode,99354,addr
914994159,street,Bronco Lane,addr
914994160,city,Richland,addr
914994160,country,US,addr
914994160,housenumber,0000,addr
914994160,postcode,99354,addr
914994160,street,Bronco Lane,addr
914994162,city,Richland,addr
914994162,country,US,addr
914994162,housenumber,0000,addr
914994162,postcode,99354,addr
914994162,street,Bronco Lane,addr
914994167,city,Richland,addr
914994167,country,US,addr
914994167,housenumber,0000,addr
914994167,postcode,99354,addr
914994167,street,Butler Loop,addr
914994171,city,Richland,addr
914994171,country,US,addr
914994171,housenumber,0000,addr
914994171,postcode,99354,addr
914994171,street,Butler Loop,addr
914994172,city,Richland,addr
914994172,country,US,addr
914994172,housenumber,0000,addr
914994172,postcode,99354,addr
914994172,street,Airport Way,addr
914994174,city,Richland,addr
914994174,country,US,addr
914994174,housenumber,0000,addr
914994174,postcode,99354,addr
914994174,street,Airport Way,addr
914994177,city,Richland,addr
914994177,country,US,addr
914994177,housenumber,0000,addr
914994177,postcode,99354,addr
914994177,street,Aviator Driveive,addr
914994182,city,Richland,addr
914994182,country,US,addr
914994182,housenumber,0000,addr
914994182,postcode,99354,addr
914994182,street,Butler Loop,addr
914994184,city,Richland,addr
914994184,country,US,addr
914994184,housenumber,0000,addr
914994184,postcode,99354,addr
914994184,street,Butler Loop,addr
914994187,city,Richland,addr
914994187,country,US,addr
914994187,housenumber,0000,addr
914994187,postcode,99354,addr
914994187,street,Butler Loop,addr
914994191,city,Richland,addr
914994191,country,US,addr
914994191,housenumber,0000,addr
914994191,postcode,99354,addr
914994191,street,Butler Loop,addr
914994194,city,Richland,addr
914994194,country,US,addr
914994194,housenumber,0000,addr
914994194,postcode,99354,addr
914994194,street,Butler Loop,addr
914994197,city,Richland,addr
914994197,country,US,addr
914994197,housenumber,2019,addr
914994197,postcode,99354,addr
914994197,street,Butler Loop,addr
914994201,city,Richland,addr
914994201,country,US,addr
914994201,housenumber,2018,addr
914994201,postcode,99354,addr
914994201,street,Butler Loop,addr
914994204,city,Richland,addr
914994204,country,US,addr
914994204,housenumber,0000,addr
914994204,postcode,99354,addr
914994204,street,Terminal Driveive,addr
914994204,amenity,restaurant,regular
914994204,name,Almost Gourmet,regular
914994207,city,Richland,addr
914994207,country,US,addr
914994207,housenumber,0000,addr
914994207,postcode,99354,addr
914994207,street,Butler Loop,addr
914994209,city,Richland,addr
914994209,country,US,addr
914994209,housenumber,0000,addr
914994209,postcode,99354,addr
914994209,street,Butler Loop,addr
914994214,city,Richland,addr
914994214,country,US,addr
914994214,housenumber,1960,addr
914994214,postcode,99354,addr
914994214,street,Butler Loop,addr
914994217,city,Richland,addr
914994217,country,US,addr
914994217,housenumber,1915,addr
914994217,postcode,99354,addr
914994217,street,Butler Loop,addr
914994219,city,Richland,addr
914994219,country,US,addr
914994219,housenumber,1999,addr
914994219,postcode,99354,addr
914994219,street,Butler Loop,addr
914994222,city,Richland,addr
914994222,country,US,addr
914994222,housenumber,2061,addr
914994222,postcode,99354,addr
914994222,street,Butler Loop,addr
914994225,city,Richland,addr
914994225,country,US,addr
914994225,housenumber,2025,addr
914994225,postcode,99354,addr
914994225,street,Butler Loop,addr
914994229,city,Richland,addr
914994229,country,US,addr
914994229,housenumber,1893,addr
914994229,postcode,99354,addr
914994229,street,Airport Way,addr
914994232,city,Richland,addr
914994232,country,US,addr
914994232,housenumber,1902,addr
914994232,postcode,99354,addr
914994232,street,Airport Way,addr
914994235,city,Richland,addr
914994235,country,US,addr
914994235,housenumber,1910,addr
914994235,postcode,99354,addr
914994235,street,Butler Loop,addr
914994249,city,Richland,addr
914994249,country,US,addr
914994249,housenumber,1932,addr
914994249,postcode,99354,addr
914994249,street,Butler Loop,addr
914994256,city,Richland,addr
914994256,country,US,addr
914994256,housenumber,1940,addr
914994256,postcode,99354,addr
914994256,street,Butler Loop,addr
914994269,city,Richland,addr
914994269,country,US,addr
914994269,housenumber,2340,addr
914994269,postcode,99354,addr
914994269,street,Lindberg Loop,addr
914994308,city,Richland,addr
914994308,country,US,addr
914994308,housenumber,1828,addr
914994308,postcode,99354,addr
914994308,street,Terminal Driveive,addr
914994313,city,Richland,addr
914994313,country,US,addr
914994313,housenumber,1836,addr
914994313,postcode,99354,addr
914994313,street,Terminal Driveive,addr
914995760,city,Richland,addr
914995760,country,US,addr
914995760,housenumber,0000,addr
914995760,postcode,99354,addr
914995760,street,Terminal Driveive,addr
914995761,city,Richland,addr
914995761,country,US,addr
914995761,housenumber,0000,addr
914995761,postcode,99354,addr
914995761,street,Terminal Driveive,addr
914995762,city,Richland,addr
914995762,country,US,addr
914995762,housenumber,0000,addr
914995762,postcode,99354,addr
914995762,street,Terminal Driveive,addr
914995763,city,Richland,addr
914995763,country,US,addr
914995763,housenumber,0000,addr
914995763,postcode,99354,addr
914995763,street,Terminal Driveive,addr
914995764,city,Richland,addr
914995764,country,US,addr
914995764,housenumber,0000,addr
914995764,postcode,99354,addr
914995764,street,Terminal Driveive,addr
914995764,shop,car_repair,regular
914995765,city,Richland,addr
914995765,country,US,addr
914995765,housenumber,0000,addr
914995765,postcode,99354,addr
914995765,street,Bronco Lane,addr
914999097,access,private,regular
914999097,city,Richland,addr
914999097,country,US,addr
914999097,housenumber,0000,addr
914999097,postcode,99354,addr
914999097,street,Terminal Driveive,addr
914999097,amenity,fuel,regular
914999097,name,Pacific Pride,regular
914999102,city,Richland,addr
914999102,country,US,addr
914999102,housenumber,0000,addr
914999102,postcode,99354,addr
914999102,street,Terminal Driveive,addr
915148849,city,Richland,addr
915148849,country,US,addr
915148849,housenumber,2200,addr
915148849,postcode,99354,addr
915148849,street,Williams Boulevard,addr
915148849,ele,124,regular
922177623,railway,level_crossing,regular
922191199,railway,level_crossing,regular
922194341,highway,turning_circle,regular
924771943,name,Kibi Market,regular
924771943,shop,supermarket,regular
924793414,highway,turning_circle,regular
924795354,highway,turning_circle,regular
924795355,highway,turning_circle,regular
924795357,highway,turning_circle,regular
938631000,man_made,water_tower,regular
938631007,amenity,fire_station,regular
981828915,barrier,gate,regular
981828915,source,yahoo_wms,regular
981829519,railway,switch,regular
981829519,source,yahoo_wms,regular
981829524,power,tower,regular
981829524,source,yahoo_wms,regular
981829767,railway,level_crossing,regular
981829827,railway,switch,regular
981829827,source,yahoo_wms,regular
981879172,barrier,gate,regular
981879172,source,yahoo_wms,regular
981879178,power,tower,regular
981879178,source,yahoo_wms,regular
981879180,barrier,gate,regular
981879180,source,yahoo_wms,regular
981879187,power,tower,regular
981879187,source,yahoo_wms,regular
981879188,power,tower,regular
981879188,source,yahoo_wms,regular
981879189,railway,switch,regular
981879189,source,yahoo_wms,regular
981879190,power,tower,regular
981879190,source,yahoo_wms,regular
981879191,power,tower,regular
981879191,source,yahoo_wms,regular
981879192,power,tower,regular
981879192,source,yahoo_wms,regular
981879199,power,tower,regular
981879199,source,yahoo_wms,regular
981879204,power,tower,regular
981879204,source,yahoo_wms,regular
981879214,power,tower,regular
981879214,source,yahoo_wms,regular
981879225,power,tower,regular
981879225,source,yahoo_wms,regular
981879227,power,tower,regular
981879227,source,yahoo_wms,regular
981879228,power,tower,regular
981879228,source,yahoo_wms,regular
981879231,power,tower,regular
981879231,source,yahoo_wms,regular
981879237,power,tower,regular
981879237,source,yahoo_wms,regular
981879244,power,tower,regular
981879244,source,yahoo_wms,regular
981879254,power,tower,regular
981879254,source,yahoo_wms,regular
981879255,power,tower,regular
981879255,source,yahoo_wms,regular
981879257,power,tower,regular
981879257,source,yahoo_wms,regular
981879258,power,tower,regular
981879258,source,yahoo_wms,regular
981879265,power,tower,regular
981879265,source,yahoo_wms,regular
981879266,power,tower,regular
981879266,source,yahoo_wms,regular
981879270,power,tower,regular
981879270,source,yahoo_wms,regular
981879274,power,tower,regular
981879274,source,yahoo_wms,regular
981879276,barrier,gate,regular
981879276,source,yahoo_wms,regular
981879280,power,tower,regular
981879280,source,yahoo_wms,regular
981879283,power,tower,regular
981879283,source,yahoo_wms,regular
981879285,power,tower,regular
981879285,source,yahoo_wms,regular
981879289,barrier,gate,regular
981879289,source,yahoo_wms,regular
981879290,power,tower,regular
981879290,source,yahoo_wms,regular
981879298,power,tower,regular
981879298,source,yahoo_wms,regular
981879301,power,tower,regular
981879301,source,yahoo_wms,regular
981879302,power,tower,regular
981879302,source,yahoo_wms,regular
981879304,power,tower,regular
981879304,source,yahoo_wms,regular
981879310,power,tower,regular
981879310,source,yahoo_wms,regular
981879314,power,tower,regular
981879314,source,yahoo_wms,regular
981879315,power,tower,regular
981879315,source,yahoo_wms,regular
981879316,power,tower,regular
981879316,source,yahoo_wms,regular
981879318,power,tower,regular
981879318,source,yahoo_wms,regular
981879325,power,tower,regular
981879325,source,yahoo_wms,regular
981879326,power,tower,regular
981879326,source,yahoo_wms,regular
981879331,power,tower,regular
981879331,source,yahoo_wms,regular
981879333,power,tower,regular
981879333,source,yahoo_wms,regular
981879351,power,tower,regular
981879351,source,yahoo_wms,regular
981879352,power,tower,regular
981879352,source,yahoo_wms,regular
981879357,power,tower,regular
981879357,source,yahoo_wms,regular
981879358,power,tower,regular
981879359,power,tower,regular
981879359,source,yahoo_wms,regular
981879361,barrier,gate,regular
981879361,source,yahoo_wms,regular
981879364,power,tower,regular
981879364,source,yahoo_wms,regular
981879365,power,tower,regular
981879365,source,yahoo_wms,regular
981879370,power,tower,regular
981879370,source,yahoo_wms,regular
981879375,power,tower,regular
981879375,source,yahoo_wms,regular
981879378,power,tower,regular
981879378,source,yahoo_wms,regular
981879390,power,tower,regular
981879390,source,yahoo_wms,regular
981879395,power,tower,regular
981879395,source,yahoo_wms,regular
981879397,power,tower,regular
981879397,source,yahoo_wms,regular
981879404,power,tower,regular
981879404,source,yahoo_wms,regular
981879408,power,tower,regular
981879408,source,yahoo_wms,regular
981879412,power,tower,regular
981879412,source,yahoo_wms,regular
981879415,power,tower,regular
981879415,source,yahoo_wms,regular
981879416,power,tower,regular
981879416,source,yahoo_wms,regular
981879423,power,tower,regular
981879423,source,yahoo_wms,regular
981879424,power,tower,regular
981879424,source,yahoo_wms,regular
981879425,power,tower,regular
981879425,source,yahoo_wms,regular
981879427,power,tower,regular
981879427,source,yahoo_wms,regular
981879430,power,tower,regular
981879430,source,yahoo_wms,regular
981879433,power,tower,regular
981879433,source,yahoo_wms,regular
981879441,barrier,gate,regular
981879441,source,yahoo_wms,regular
981879444,power,tower,regular
981879444,source,yahoo_wms,regular
981879445,power,tower,regular
981879445,source,yahoo_wms,regular
981879450,power,tower,regular
981879450,source,yahoo_wms,regular
981879452,power,tower,regular
981879452,source,yahoo_wms,regular
981879456,power,tower,regular
981879462,power,tower,regular
981879462,source,yahoo_wms,regular
981879466,power,tower,regular
981879466,source,yahoo_wms,regular
981879468,power,tower,regular
981879468,source,yahoo_wms,regular
981879472,power,tower,regular
981879472,source,yahoo_wms,regular
981879477,barrier,gate,regular
981879477,source,yahoo_wms,regular
981879478,power,tower,regular
981879478,source,yahoo_wms,regular
981879482,power,tower,regular
981879482,source,yahoo_wms,regular
981879483,power,tower,regular
981879483,source,yahoo_wms,regular
981879486,barrier,gate,regular
981879486,source,yahoo_wms,regular
981879487,power,tower,regular
981879487,source,yahoo_wms,regular
981879491,power,tower,regular
981879491,source,yahoo_wms,regular
981879492,barrier,gate,regular
981879492,source,yahoo_wms,regular
981879493,power,tower,regular
981879493,source,yahoo_wms,regular
981879494,power,tower,regular
981879494,source,yahoo_wms,regular
981879499,power,tower,regular
981879499,source,yahoo_wms,regular
981879500,power,tower,regular
981879500,source,yahoo_wms,regular
981879509,power,tower,regular
981879509,source,yahoo_wms,regular
981879516,power,tower,regular
981879516,source,yahoo_wms,regular
981879518,power,tower,regular
981879518,source,yahoo_wms,regular
981879519,power,tower,regular
981879519,source,yahoo_wms,regular
981879522,power,tower,regular
981879522,source,yahoo_wms,regular
981879525,power,tower,regular
981879525,source,yahoo_wms,regular
981879528,power,tower,regular
981879528,source,yahoo_wms,regular
981879532,power,tower,regular
981879532,source,yahoo_wms,regular
981879538,power,tower,regular
981879541,power,tower,regular
981879541,source,yahoo_wms,regular
981879550,power,tower,regular
981879550,source,yahoo_wms,regular
981879551,barrier,gate,regular
981879551,source,yahoo_wms,regular
981879552,power,tower,regular
981879558,power,tower,regular
981879558,source,yahoo_wms,regular
981879560,power,tower,regular
981879560,source,yahoo_wms,regular
981879567,power,tower,regular
981879567,source,yahoo_wms,regular
981879568,power,tower,regular
981879568,source,yahoo_wms,regular
981879569,power,tower,regular
981879569,source,yahoo_wms,regular
981879571,power,tower,regular
981879571,source,yahoo_wms,regular
981879573,power,tower,regular
981879573,source,yahoo_wms,regular
981879574,power,tower,regular
981879574,source,yahoo_wms,regular
981879582,barrier,gate,regular
981879582,source,yahoo_wms,regular
981879584,power,tower,regular
981879584,source,yahoo_wms,regular
981879586,power,tower,regular
981879586,source,yahoo_wms,regular
981879587,power,tower,regular
981879587,source,yahoo_wms,regular
981879594,barrier,gate,regular
981879594,source,yahoo_wms,regular
981879597,power,tower,regular
981879597,source,yahoo_wms,regular
981879599,power,tower,regular
981879599,source,yahoo_wms,regular
981879603,power,tower,regular
981879603,source,yahoo_wms,regular
981879605,power,tower,regular
981879605,source,yahoo_wms,regular
